Date,Longitude,Latitude,Depth,Rms,Type,Magnitude,Location,EventID
"09/02/2023 10:42:07",36.567,38.002,7.92,0.47,"ML",4.1,"Göksun (Kahramanmaraş)",544778
"09/02/2023 10:18:17",36.646,37.071,10.95,0.26,"MW",4.9,"İslahiye (Gaziantep)",544770
"09/02/2023 09:49:48",37.619,37.981,7.51,0.33,"ML",4.2,"Doğanşehir (Malatya)",544769
"09/02/2023 09:45:11",37.601,38.008,7,0.31,"ML",4.2,"Doğanşehir (Malatya)",544766
"09/02/2023 09:37:04",37.607,38.086,6.99,0.65,"MW",4,"Elbistan (Kahramanmaraş)",544753
"09/02/2023 08:37:31",38.233,38.29,7,0.46,"MW",4.1,"Yeşilyurt (Malatya)",544740
"09/02/2023 08:24:25",36.634,38.085,7.01,0.65,"MW",4.2,"Göksun (Kahramanmaraş)",544733
"09/02/2023 08:02:55",36.425,38.009,6.71,0.79,"MW",4,"Göksun (Kahramanmaraş)",544728
"09/02/2023 07:34:43",38.505,38.113,7.99,0.43,"MW",4.1,"Sincik (Adıyaman)",544718
"09/02/2023 07:18:20",36.354,37.966,7,0.5,"MW",4.2,"Göksun (Kahramanmaraş)",544714
"09/02/2023 06:26:03",38.685,38.19,7.05,0.33,"MW",4.1,"Pütürge (Malatya)",544698
"09/02/2023 04:44:18",37.672,37.937,7.74,0.32,"MW",4.5,"Doğanşehir (Malatya)",544679
"09/02/2023 04:38:13",40.353,38.552,7.04,0.59,"MW",4.4,"Genç (Bingöl)",544678
"09/02/2023 03:32:14",39.282,38.455,0.21,0.44,"MW",4.1,"Sivrice (Elazığ)",544661
"09/02/2023 01:36:48",38.209,38.314,13.78,0.64,"ML",4.1,"Yeşilyurt (Malatya)",544627
"08/02/2023 23:12:04",38.164,38.291,7,0.69,"MW",4,"Yeşilyurt (Malatya)",544596
"08/02/2023 22:48:11",36.092,36.318,10.11,0.61,"MW",4.1,"Antakya (Hatay)",544583
"08/02/2023 22:05:18",36.526,38.008,7.06,0.63,"MW",4,"Göksun (Kahramanmaraş)",544571
"08/02/2023 21:58:53",36.262,34.09,5.24,0.79,"MW",4.3,"Baalbek, Beqaa (Lübnan) - [196.42 km] Yayladağı (Hatay)",544582
"08/02/2023 20:57:20",40.62,39.75,7,0.29,"MW",4.6,"Aşkale (Erzurum)",544554
"08/02/2023 19:55:39",37.207,38.089,17.56,0.6,"MW",4.2,"Ekinözü (Kahramanmaraş)",544546
"08/02/2023 18:49:57",36.607,37.852,8.55,0.72,"MW",4.2,"Onikişubat (Kahramanmaraş)",544528
"08/02/2023 18:04:41",36.982,38.061,7,0.35,"MW",4.2,"Göksun (Kahramanmaraş)",544513
"08/02/2023 17:55:49",38.534,38.162,7,0.68,"ML",4.3,"Battalgazi (Malatya)",544515
"08/02/2023 17:42:21",36.576,38.051,12.57,0.38,"ML",4.2,"Göksun (Kahramanmaraş)",544510
"08/02/2023 17:20:25",37.391,37.985,16.69,0.2,"ML",5,"Nurhak (Kahramanmaraş)",544506
"08/02/2023 17:04:54",38.217,38.112,12.85,0.59,"ML",4,"Çelikhan (Adıyaman)",544517
"08/02/2023 16:31:28",36.672,38.065,7,0.38,"ML",4,"Göksun (Kahramanmaraş)",544498
"08/02/2023 15:11:54",37.373,38.856,7,0.78,"ML",4.1,"Gürün (Sivas)",544475
"08/02/2023 14:23:59",37.638,37.99,9.74,0.27,"ML",4.8,"Doğanşehir (Malatya)",544462
"08/02/2023 14:11:51",37.641,38.012,13.18,0.35,"ML",5.3,"Doğanşehir (Malatya)",544459
"08/02/2023 14:00:18",37.871,38.177,12.22,0.74,"ML",4.3,"Doğanşehir (Malatya)",544457
"08/02/2023 13:26:23",36.953,37.186,5.19,0.27,"ML",4.5,"Nurdağı (Gaziantep)",544445
"08/02/2023 12:52:11",36.407,37.981,13.21,0.29,"MW",4.2,"Göksun (Kahramanmaraş)",544439
"08/02/2023 12:13:06",36.392,36.697,15.65,0.5,"ML",4,"Hassa (Hatay)",544429
"08/02/2023 11:45:33",37.809,38.069,6.92,0.44,"ML",4.2,"Doğanşehir (Malatya)",549233
"08/02/2023 10:48:31",36.467,38.021,9.06,0.3,"MW",5.1,"Göksun (Kahramanmaraş)",544398
"08/02/2023 10:23:44",36.161,36.346,17.07,0.65,"ML",4,"Antakya (Hatay)",544392
"08/02/2023 10:20:41",36.446,36.668,8.24,0.37,"ML",4,"Hassa (Hatay)",544391
"08/02/2023 10:19:06",37.296,37.597,14.41,0.18,"MW",4,"Pazarcık (Kahramanmaraş)",544389
"08/02/2023 09:08:59",35.9883,36.2269,7,0.34,"ML",4.6,"Samandağ (Hatay)",547905
"08/02/2023 09:08:33",38.347,38.09,6.99,0.45,"MW",4.3,"Çelikhan (Adıyaman)",544370
"08/02/2023 08:52:35",36.717,38.067,7.01,0.43,"ML",4.5,"Göksun (Kahramanmaraş)",544367
"08/02/2023 06:47:08",38.554,38.122,6.54,0.87,"MW",4,"Sincik (Adıyaman)",544339
"08/02/2023 06:43:03",37.678,37.982,7,0.33,"MW",4,"Doğanşehir (Malatya)",544338
"08/02/2023 06:39:41",37.186,37.543,7.34,0.34,"MW",4,"Dulkadiroğlu (Kahramanmaraş)",544336
"08/02/2023 06:20:26",36.553,38.04,10.78,0.46,"MW",4,"Göksun (Kahramanmaraş)",544331
"08/02/2023 06:01:02",36.653,37.167,7,0.46,"MW",4.1,"Bahçe (Osmaniye)",544324
"08/02/2023 05:25:12",38.04,37.935,9.08,0.33,"MW",4.3,"Doğanşehir (Malatya)",544310
"08/02/2023 03:22:40",35.336,35.519,6.94,0.88,"MW",4,"Akdeniz",544275
"08/02/2023 02:40:00",37.541,38.023,7,0.31,"MW",4.1,"Nurhak (Kahramanmaraş)",544266
"08/02/2023 02:13:03",35.888,36.078,14.3,0.88,"MW",4.4,"Akdeniz - [05.99 km] Samandağ (Hatay)",544254
"08/02/2023 02:08:01",36.618,38.162,9.95,0.55,"ML",4,"Göksun (Kahramanmaraş)",549266
"08/02/2023 01:32:49",36.435,38.008,17.94,0.77,"MW",4,"Göksun (Kahramanmaraş)",544245
"08/02/2023 01:07:54",36.521,38.042,11.73,0.85,"MW",4,"Göksun (Kahramanmaraş)",544235
"08/02/2023 00:21:25",37.471,37.952,15.84,0.39,"MW",5,"Nurhak (Kahramanmaraş)",544222
"08/02/2023 00:04:51",37.227,37.543,7.37,0.35,"MW",4,"Pazarcık (Kahramanmaraş)",544218
"08/02/2023 00:00:37",36.633,37.814,7.52,0.34,"MW",4.2,"Onikişubat (Kahramanmaraş)",544215
"07/02/2023 23:30:26",36.638,38.069,9.61,0.51,"MW",4.1,"Göksun (Kahramanmaraş)",544203
"07/02/2023 22:54:22",39.877,38.686,17.25,0.4,"MW",4.7,"Palu (Elazığ)",544193
"07/02/2023 22:13:47",36.922,38.074,8.6,0.77,"MW",4.3,"Göksun (Kahramanmaraş)",544183
"07/02/2023 22:08:24",42.831,38.006,12,0.44,"MW",4.2,"Bahçesaray (Van)",544181
"07/02/2023 21:09:58",36.62,38.085,10.22,0.83,"MW",5,"Göksun (Kahramanmaraş)",544160
"07/02/2023 20:53:51",36.432,37.948,7.83,0.56,"MW",4.2,"Göksun (Kahramanmaraş)",544156
"07/02/2023 20:46:56",36.858,38.084,7,0.76,"MW",4,"Göksun (Kahramanmaraş)",544154
"07/02/2023 20:37:58",37.691,38.036,7,0.39,"MW",4,"Doğanşehir (Malatya)",544152
"07/02/2023 19:49:12",36.574,38.04,6.03,0.31,"MW",4.1,"Göksun (Kahramanmaraş)",544138
"07/02/2023 19:30:40",37.362,38.188,7.47,0.43,"MW",4.3,"Elbistan (Kahramanmaraş)",544132
"07/02/2023 19:22:15",37.239,38.087,7,0.64,"MW",4,"Elbistan (Kahramanmaraş)",544130
"07/02/2023 18:59:48",37.392,38.007,7.02,0.24,"ML",4.1,"Nurhak (Kahramanmaraş)",544124
"07/02/2023 18:50:20",36.408,37.968,7.01,0.89,"MW",4.7,"Göksun (Kahramanmaraş)",544123
"07/02/2023 18:48:52",36.434,37.959,11.48,0.56,"MW",5.2,"Göksun (Kahramanmaraş)",544122
"07/02/2023 18:48:38",36.694,37.108,7.02,0.31,"ML",4.2,"İslahiye (Gaziantep)",547829
"07/02/2023 18:31:28",37.041,37.34,13.84,0.46,"MW",4.9,"Türkoğlu (Kahramanmaraş)",544119
"07/02/2023 18:23:49",40.372,38.535,7.04,0.44,"MW",4,"Hani (Diyarbakır)",544117
"07/02/2023 17:23:16",36.568,38.043,5.05,0.74,"MW",4.2,"Göksun (Kahramanmaraş)",544096
"07/02/2023 16:56:02",36.384,36.289,7.04,0.42,"ML",4,"Reyhanlı (Hatay)",544090
"07/02/2023 16:36:42",35.904,36.193,12.24,0.39,"ML",4.3,"Samandağ (Hatay)",548574
"07/02/2023 16:34:09",36.551,38.109,23,0.87,"ML",4.1,"Göksun (Kahramanmaraş)",544084
"07/02/2023 15:07:02",38.218,38.284,13.12,0.77,"MW",4.5,"Yeşilyurt (Malatya)",544063
"07/02/2023 14:01:12",37.526,38.011,6.31,0.38,"ML",4,"Nurhak (Kahramanmaraş)",544045
"07/02/2023 13:57:45",36.694,37.802,6.96,0.6,"ML",4.1,"Onikişubat (Kahramanmaraş)",544044
"07/02/2023 13:56:29",36.67,37.858,7,0.4,"ML",4.4,"Onikişubat (Kahramanmaraş)",544043
"07/02/2023 13:41:44",36.546,38.081,7,0.47,"MW",4.1,"Göksun (Kahramanmaraş)",544038
"07/02/2023 13:37:20",36.122,36.095,6.44,0.59,"ML",4.1,"Defne (Hatay)",544037
"07/02/2023 13:27:29",38.266,38.342,8.13,0.5,"ML",4.9,"Yeşilyurt (Malatya)",544036
"07/02/2023 13:18:11",38.561,38.125,6.85,0.37,"ML",5.1,"Sincik (Adıyaman)",544029
"07/02/2023 13:07:17",37.194,37.494,7,0.34,"ML",4.1,"Dulkadiroğlu (Kahramanmaraş)",544028
"07/02/2023 11:32:06",37.709,38.088,8.63,0.38,"ML",4.2,"Doğanşehir (Malatya)",544009
"07/02/2023 11:31:31",38.626,38.188,7.01,0.13,"ML",4,"Pütürge (Malatya)",548495
"07/02/2023 11:25:45",37.546,37.989,15,0.51,"ML",4.5,"Nurhak (Kahramanmaraş)",544007
"07/02/2023 10:54:21",36.393,36.546,6.91,0.39,"ML",4.2,"Kırıkhan (Hatay)",544002
"07/02/2023 10:26:34",37.754,38.142,5.01,0.43,"ML",4.3,"Doğanşehir (Malatya)",543994
"07/02/2023 10:11:13",38.632,38.159,8.18,0.37,"MW",5.3,"Pütürge (Malatya)",543992
"07/02/2023 09:48:50",37.724,38.31,9.89,0.66,"MW",4.6,"Akçadağ (Malatya)",543987
"07/02/2023 09:40:52",36.504,38.019,5.06,0.47,"MW",4.6,"Göksun (Kahramanmaraş)",543988
"07/02/2023 09:26:11",36.92,37.332,7.41,0.23,"MW",4,"Türkoğlu (Kahramanmaraş)",543985
"07/02/2023 09:15:19",38.234,38.222,5.57,0.47,"MW",4.2,"Yeşilyurt (Malatya)",543982
"07/02/2023 09:13:52",37.603,37.972,16.67,0.49,"MW",4.1,"Doğanşehir (Malatya)",543981
"07/02/2023 08:26:31",36.178,36.359,4.93,0.31,"MW",4.5,"Antakya (Hatay)",543965
"07/02/2023 07:42:03",36.538,36.852,8.75,0.35,"MW",4.4,"Hassa (Hatay)",543947
"07/02/2023 07:35:16",37.566,38.049,6.81,0.14,"MW",4,"Nurhak (Kahramanmaraş)",543952
"07/02/2023 07:16:39",37.62,37.983,4.13,0.36,"MW",4.2,"Doğanşehir (Malatya)",543943
"07/02/2023 06:58:54",37.289,37.575,10,0.32,"MW",4.3,"Pazarcık (Kahramanmaraş)",543935
"07/02/2023 06:55:50",38.172,38.118,4.63,0.32,"MW",4.2,"Yeşilyurt (Malatya)",543936
"07/02/2023 06:36:59",36.213,36.291,14.18,0.28,"MW",4.3,"Antakya (Hatay)",543931
"07/02/2023 06:30:01",37.677,37.791,9.71,0.19,"MW",4.4,"Gölbaşı (Adıyaman)",543927
"07/02/2023 06:16:15",37.339,37.611,9.3,0.24,"MW",4.7,"Pazarcık (Kahramanmaraş)",543924
"07/02/2023 06:13:12",37.655,37.808,8.44,0.37,"MW",5.4,"Gölbaşı (Adıyaman)",543917
"07/02/2023 06:08:55",37.629,37.975,6.87,0.3,"MW",5,"Doğanşehir (Malatya)",543919
"07/02/2023 06:02:53",37.093,37.284,10.61,0.5,"MW",4.4,"Pazarcık (Kahramanmaraş)",543918
"07/02/2023 05:55:54",38.069,38.175,7.01,0.35,"MW",4.1,"Yeşilyurt (Malatya)",543914
"07/02/2023 05:53:28",36.626,38.074,6.53,0.49,"MW",4.6,"Göksun (Kahramanmaraş)",543910
"07/02/2023 05:47:37",35.957,36.071,10.76,0.4,"MW",4.7,"Samandağ (Hatay)",543905
"07/02/2023 05:43:25",37.011,38.013,3.09,0.43,"MW",4.3,"Ekinözü (Kahramanmaraş)",543904
"07/02/2023 05:39:01",37.527,38.588,7.03,0.27,"MW",4.1,"Darende (Malatya)",543903
"07/02/2023 05:34:39",36.739,37.869,6.97,0.09,"MW",4.1,"Onikişubat (Kahramanmaraş)",543909
"07/02/2023 05:12:17",37.667,37.773,5.11,0.2,"MW",4,"Gölbaşı (Adıyaman)",543900
"07/02/2023 04:34:30",37.001,37.39,6.93,0.47,"MW",4.4,"Dulkadiroğlu (Kahramanmaraş)",543874
"07/02/2023 04:33:57",37.584,37.987,6.96,0.34,"MW",4,"Doğanşehir (Malatya)",543882
"07/02/2023 04:31:59",36.522,38.001,7.97,0.48,"MW",4.2,"Göksun (Kahramanmaraş)",543880
"07/02/2023 04:29:18",36.842,38.089,6.84,0.27,"MW",4.3,"Göksun (Kahramanmaraş)",543871
"07/02/2023 03:29:15",37.173,37.524,7.58,0.18,"MW",4,"Dulkadiroğlu (Kahramanmaraş)",543859
"07/02/2023 03:23:45",36.574,38.039,6.83,0.37,"MW",4.1,"Göksun (Kahramanmaraş)",543855
"07/02/2023 03:20:15",36.625,37.883,7,0.46,"MW",4.2,"Onikişubat (Kahramanmaraş)",543853
"07/02/2023 03:12:18",36.551,38.038,4.22,0.34,"MW",4,"Göksun (Kahramanmaraş)",543850
"07/02/2023 02:32:04",38.236,38.076,7.01,0.99,"MW",4,"Çelikhan (Adıyaman)",543840
"07/02/2023 02:29:15",35.438,35.627,32.91,0.99,"MW",4.5,"Akdeniz",543837
"07/02/2023 02:13:27",37.468,38.002,7.01,0.37,"MW",4.2,"Nurhak (Kahramanmaraş)",543832
"07/02/2023 01:55:26",36.642,37.936,6.79,0.5,"MW",4,"Onikişubat (Kahramanmaraş)",543825
"07/02/2023 01:44:54",36.542,38.04,7,0.38,"MW",4,"Göksun (Kahramanmaraş)",543818
"07/02/2023 01:29:39",36.525,38.058,7.11,0.33,"MW",4.4,"Göksun (Kahramanmaraş)",543814
"07/02/2023 01:26:17",37.505,37.992,7.38,0.29,"MW",4.3,"Nurhak (Kahramanmaraş)",543805
"07/02/2023 01:11:35",38.191,38.31,4.77,0.46,"MW",4.4,"Yeşilyurt (Malatya)",543808
"07/02/2023 01:09:50",36.921,38.077,6.93,0.45,"MW",4,"Göksun (Kahramanmaraş)",543807
"07/02/2023 00:57:43",36.52,38.049,3.8,0.67,"MW",4.8,"Göksun (Kahramanmaraş)",543798
"07/02/2023 00:41:26",36.565,38.008,6.86,0.34,"MW",4,"Göksun (Kahramanmaraş)",543797
"07/02/2023 00:39:39",35.889,36.732,7.27,0.87,"MW",4.1,"Akdeniz - İskenderun Körfezi - [09.05 km] Yumurtalık (Adana)",548026
"07/02/2023 00:38:46",36.698,37.139,6.98,0.29,"MW",4.1,"Nurdağı (Gaziantep)",543799
"07/02/2023 00:15:17",37.04,38.062,17.4,0.49,"MW",5,"Ekinözü (Kahramanmaraş)",543789
"07/02/2023 00:06:30",37.167,37.522,6.78,0.32,"ML",4,"Dulkadiroğlu (Kahramanmaraş)",543785
"07/02/2023 00:02:05",36.485,36.669,7.31,0.33,"MW",4.7,"Hassa (Hatay)",543781
"06/02/2023 23:58:13",36.361,37.937,7.02,0.25,"MW",4.2,"Göksun (Kahramanmaraş)",543782
"06/02/2023 23:55:48",36.421,38.019,6.99,0.07,"MW",4.5,"Göksun (Kahramanmaraş)",543783
"06/02/2023 23:54:00",36.438,38.007,7.86,0.45,"MW",4.8,"Göksun (Kahramanmaraş)",547972
"06/02/2023 23:53:22",38.255,38.247,5.7,0.33,"MW",4.8,"Yeşilyurt (Malatya)",543780
"06/02/2023 23:44:00",36.576,37.975,9.7,0.26,"MW",4.8,"Onikişubat (Kahramanmaraş)",543777
"06/02/2023 23:41:29",37.413,37.704,6.96,0.45,"ML",4.1,"Çağlayancerit (Kahramanmaraş)",543779
"06/02/2023 23:40:05",38.07,38.24,5.82,0.29,"MW",5.2,"Yeşilyurt (Malatya)",543774
"06/02/2023 23:37:51",37.046,37.293,5.96,0.43,"MW",5.5,"Pazarcık (Kahramanmaraş)",543773
"06/02/2023 23:23:10",38.715,38.199,6.99,0.21,"MW",4.1,"Pütürge (Malatya)",543770
"06/02/2023 23:21:54",36.411,38.041,10.28,0.35,"MW",4.1,"Göksun (Kahramanmaraş)",543769
"06/02/2023 23:14:10",36.473,38.025,7.02,0.26,"MW",4.4,"Göksun (Kahramanmaraş)",543768
"06/02/2023 23:11:47",37.706,38.044,7.06,0.32,"MW",4.3,"Doğanşehir (Malatya)",543766
"06/02/2023 23:05:34",36.427,38.038,6.9,0.63,"MW",4.8,"Göksun (Kahramanmaraş)",543762
"06/02/2023 23:05:22",37.803,38.143,6.93,0.14,"MW",4,"Doğanşehir (Malatya)",568634
"06/02/2023 22:57:59",36.594,37.885,11.8,0.5,"MW",4,"Onikişubat (Kahramanmaraş)",543763
"06/02/2023 22:51:18",41.09,38.984,10.72,0.3,"MW",4,"Solhan (Bingöl)",547340
"06/02/2023 22:49:38",36.601,38.081,10.18,0.29,"MW",4.4,"Göksun (Kahramanmaraş)",543753
"06/02/2023 22:47:57",36.586,37.994,6.92,0.29,"MW",4.1,"Onikişubat (Kahramanmaraş)",543758
"06/02/2023 22:43:42",37.808,38.111,7.02,0.3,"MW",4,"Doğanşehir (Malatya)",543757
"06/02/2023 22:40:15",38.207,38.076,4.31,0.31,"MW",4.5,"Çelikhan (Adıyaman)",543754
"06/02/2023 22:35:49",37.164,37.536,8.99,0.4,"MW",4.5,"Dulkadiroğlu (Kahramanmaraş)",543751
"06/02/2023 22:30:59",37.32,38.06,4.81,0.43,"MW",4.6,"Nurhak (Kahramanmaraş)",543747
"06/02/2023 22:25:00",36.644,37.872,7.04,0.43,"MW",4.3,"Onikişubat (Kahramanmaraş)",543746
"06/02/2023 22:15:46",36.472,38.041,10.28,0.46,"MW",4.4,"Göksun (Kahramanmaraş)",543744
"06/02/2023 22:12:30",37.461,38.019,13.17,0.3,"MW",4.1,"Elbistan (Kahramanmaraş)",543745
"06/02/2023 22:10:30",36.492,38.023,7.89,0.31,"MW",4,"Göksun (Kahramanmaraş)",543748
"06/02/2023 21:51:19",36.58,36.906,7.77,0.27,"MW",4.2,"İslahiye (Gaziantep)",543735
"06/02/2023 21:50:00",37.103,37.444,8.38,0.31,"MW",4,"Dulkadiroğlu (Kahramanmaraş)",543736
"06/02/2023 21:48:46",38.207,38.277,7.04,0.48,"MW",4.1,"Yeşilyurt (Malatya)",543737
"06/02/2023 21:32:38",38.205,38.006,7.03,0.44,"MW",4.1,"Çelikhan (Adıyaman)",543731
"06/02/2023 21:17:48",38.548,38.147,10.02,0.29,"MW",4.1,"Sincik (Adıyaman)",543730
"06/02/2023 21:05:01",36.403,38.004,7.03,0.14,"MW",5,"Göksun (Kahramanmaraş)",543721
"06/02/2023 21:03:54",36.484,38.043,12.79,0.37,"MW",5.2,"Göksun (Kahramanmaraş)",543718
"06/02/2023 21:02:44",36.575,38.169,6.99,0.33,"ML",4.5,"Göksun (Kahramanmaraş)",543720
"06/02/2023 20:48:57",38.053,38.211,11.35,0.32,"MW",4.1,"Yeşilyurt (Malatya)",543719
"06/02/2023 20:46:49",37.86,38.18,12.81,0.68,"MW",4.4,"Doğanşehir (Malatya)",543715
"06/02/2023 20:33:02",37.146,37.451,5.12,0.37,"MW",4.1,"Dulkadiroğlu (Kahramanmaraş)",543711
"06/02/2023 20:31:33",36.72,37.145,10.53,0.42,"MW",4.5,"Nurdağı (Gaziantep)",543710
"06/02/2023 20:26:24",36.606,38.1,5.15,0.48,"MW",4.6,"Göksun (Kahramanmaraş)",543713
"06/02/2023 20:22:02",36.512,38.111,7.09,0.44,"MW",4.3,"Göksun (Kahramanmaraş)",543712
"06/02/2023 20:19:07",37.862,38.121,7.09,0.2,"MW",4,"Doğanşehir (Malatya)",547202
"06/02/2023 20:11:48",37.4361,38.0772,7,0.35,"MW",4.4,"Nurhak (Kahramanmaraş)",543708
"06/02/2023 20:01:18",36.871,38.125,7.01,0.33,"MW",4,"Göksun (Kahramanmaraş)",543703
"06/02/2023 19:55:34",37.392,38.021,7.06,0.21,"MW",4.5,"Nurhak (Kahramanmaraş)",543698
"06/02/2023 19:53:44",36.578,38.048,7.63,0.74,"MW",4,"Göksun (Kahramanmaraş)",543702
"06/02/2023 19:51:56",37.58,38.019,7.04,0.21,"MW",4,"Nurhak (Kahramanmaraş)",543701
"06/02/2023 19:49:19",38.176,38.264,6.94,0.4,"MW",4,"Yeşilyurt (Malatya)",543700
"06/02/2023 19:46:38",36.498,38.043,7.19,0.3,"MW",4.5,"Göksun (Kahramanmaraş)",543699
"06/02/2023 19:43:27",36.472,38.024,10.06,0.43,"MW",5.1,"Göksun (Kahramanmaraş)",543695
"06/02/2023 19:35:16",39.091,38.241,7,0.34,"MW",4.5,"Doğanyol (Malatya)",543692
"06/02/2023 19:32:11",36.424,36.69,10.18,0.25,"MW",4.7,"Hassa (Hatay)",543691
"06/02/2023 19:28:08",36.875,37.381,7,0.42,"MW",4.6,"Türkoğlu (Kahramanmaraş)",543693
"06/02/2023 19:26:39",36.374,38.044,6.99,0.8,"MW",4.8,"Göksun (Kahramanmaraş)",543694
"06/02/2023 19:25:00",36.458,38.053,10.59,0.41,"MW",4.1,"Göksun (Kahramanmaraş)",543690
"06/02/2023 19:22:44",36.487,38.009,7.16,0.32,"MW",4,"Göksun (Kahramanmaraş)",543696
"06/02/2023 19:21:45",36.47,38.061,7.01,0.31,"MW",4.1,"Göksun (Kahramanmaraş)",543689
"06/02/2023 19:07:48",38.169,38.25,4.01,0.52,"MW",4.1,"Yeşilyurt (Malatya)",543684
"06/02/2023 19:06:41",37.001,38.074,7.01,0.29,"MW",4.1,"Ekinözü (Kahramanmaraş)",543682
"06/02/2023 19:02:14",37.422,38.002,4.02,0.2,"MW",4.1,"Nurhak (Kahramanmaraş)",547822
"06/02/2023 18:59:25",37.578,38.002,7.05,0.18,"MW",4.2,"Nurhak (Kahramanmaraş)",543677
"06/02/2023 18:52:42",37.804,37.873,7,0.13,"MW",4,"Gölbaşı (Adıyaman)",543680
"06/02/2023 18:51:21",37.783,38.119,7,0.47,"MW",4.1,"Doğanşehir (Malatya)",543678
"06/02/2023 18:44:07",36.585,38.061,6.21,0.43,"MW",4.4,"Göksun (Kahramanmaraş)",543685
"06/02/2023 18:40:00",36.638,37.907,5.6,0.41,"MW",4.7,"Onikişubat (Kahramanmaraş)",543679
"06/02/2023 18:38:03",37.665,37.834,0.43,0.35,"MW",4.6,"Gölbaşı (Adıyaman)",543676
"06/02/2023 18:33:31",38.182,38.239,11.15,0.55,"MW",5.3,"Yeşilyurt (Malatya)",543669
"06/02/2023 18:21:32",37.237,37.555,6.12,0.44,"MW",4.1,"Pazarcık (Kahramanmaraş)",543671
"06/02/2023 18:14:32",37.667,37.977,7.04,0.46,"MW",5,"Doğanşehir (Malatya)",543664
"06/02/2023 18:08:06",37.654,37.962,14.34,0.95,"MW",4.2,"Doğanşehir (Malatya)",543666
"06/02/2023 18:06:54",40.01,38.79,7.69,0.4,"MW",4.3,"Kovancılar (Elazığ)",543674
"06/02/2023 18:01:23",36.629,38.027,7.12,0.94,"MW",4,"Göksun (Kahramanmaraş)",543668
"06/02/2023 17:57:45",37.833,38.109,7,0.31,"MW",4.4,"Doğanşehir (Malatya)",543660
"06/02/2023 17:55:34",37.865,38.135,9.09,0.14,"MW",4.2,"Doğanşehir (Malatya)",547302
"06/02/2023 17:53:50",36.593,36.874,5.56,0.41,"MW",4,"Hassa (Hatay)",543658
"06/02/2023 17:51:15",38.491,38.008,7.2,0.61,"MW",4.4,"Sincik (Adıyaman)",543657
"06/02/2023 17:41:56",37.908,38.143,6.26,0.23,"MW",4.1,"Doğanşehir (Malatya)",543659
"06/02/2023 17:37:54",36.61,36.949,6.8,0.47,"MW",4.1,"İslahiye (Gaziantep)",543656
"06/02/2023 17:33:05",37.908,38.043,7.43,0.39,"MW",4.1,"Doğanşehir (Malatya)",547293
"06/02/2023 17:29:57",36.42,37.962,7.02,0.49,"MW",4.7,"Göksun (Kahramanmaraş)",543655
"06/02/2023 17:27:43",36.51,36.853,9.17,0.67,"ML",4.7,"Hassa (Hatay)",543651
"06/02/2023 17:24:49",37.184,37.514,7,0.31,"ML",4,"Dulkadiroğlu (Kahramanmaraş)",543649
"06/02/2023 17:20:49",38.216,38.24,6.98,0.52,"ML",4.1,"Yeşilyurt (Malatya)",543652
"06/02/2023 17:17:16",37.541,37.984,7.47,0.82,"ML",4.1,"Nurhak (Kahramanmaraş)",543650
"06/02/2023 17:14:51",36.873,37.456,7.18,0.43,"ML",4.2,"Türkoğlu (Kahramanmaraş)",543648
"06/02/2023 17:10:10",37.467,38.003,7.17,0.4,"MW",4.7,"Nurhak (Kahramanmaraş)",543643
"06/02/2023 17:04:48",36.471,37.976,2.85,0.46,"MW",4.4,"Göksun (Kahramanmaraş)",543646
"06/02/2023 17:03:07",37.768,38.076,7.02,0.32,"MW",4.1,"Doğanşehir (Malatya)",543645
"06/02/2023 16:58:48",36.633,38.011,6.3,0.28,"MW",4.2,"Göksun (Kahramanmaraş)",543642
"06/02/2023 16:44:49",37.555,38.007,8.76,0.45,"MW",5.1,"Nurhak (Kahramanmaraş)",543639
"06/02/2023 16:39:23",37.628,38.037,7.2,0.52,"MW",5.3,"Doğanşehir (Malatya)",543638
"06/02/2023 16:36:09",36.178,36.364,7,0.33,"MW",4,"Antakya (Hatay)",547707
"06/02/2023 16:33:16",37.735,37.733,7.02,0.41,"MW",4.1,"Besni (Adıyaman)",547711
"06/02/2023 16:17:42",36.59,38.0897,10.85,0.55,"MW",5.2,"Göksun (Kahramanmaraş)",543636
"06/02/2023 16:16:37",37.877,38.135,6.96,0.27,"MW",4,"Doğanşehir (Malatya)",553622
"06/02/2023 16:13:59",38.153,37.975,6.97,0.21,"MW",4.3,"Doğanşehir (Malatya)",543637
"06/02/2023 16:03:15",37.475,37.979,6.98,0.23,"MW",4.3,"Nurhak (Kahramanmaraş)",547701
"06/02/2023 16:00:13",38.194,38.337,7.06,0.48,"ML",4.3,"Yeşilyurt (Malatya)",543635
"06/02/2023 15:58:45",36.621,37.975,6.95,0.42,"MW",4.1,"Onikişubat (Kahramanmaraş)",543633
"06/02/2023 15:55:45",36.609,38.023,6.95,0.27,"MW",4.2,"Göksun (Kahramanmaraş)",543632
"06/02/2023 15:54:40",36.722,38.06,7.02,0.7,"MW",4.6,"Göksun (Kahramanmaraş)",543630
"06/02/2023 15:47:59",36.986,38.137,12.18,0.25,"MW",4.3,"Afşin (Kahramanmaraş)",543634
"06/02/2023 15:45:20",36.476,38,7.11,0.42,"MW",4.3,"Göksun (Kahramanmaraş)",543631
"06/02/2023 15:39:15",38.201,38.247,7,0.61,"MW",4.4,"Yeşilyurt (Malatya)",543626
